Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2015-04-27,2015,Chandigarh,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,0,normal,Sunrisers Hyderabad,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,2015-04-27_Kings XI Punjab_Sunrisers Hyderabad
2015-04-26,2015,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,2015-04-26_Delhi Daredevils_Royal Challengers Bangalore
2015-04-25,2015,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,0,normal,Mumbai Indians,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,2015-04-25_Mumbai Indians_Sunrisers Hyderabad
2015-04-25,2015,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,0,normal,Chennai Super Kings,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,2015-04-25_Chennai Super Kings_Kings XI Punjab
2015-04-24,2015,Ahmedabad,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,2015-04-24_Rajasthan Royals_Royal Challengers Bangalore
2015-04-23,2015,Delhi,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,0,normal,Delhi Daredevils,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,2015-04-23_Delhi Daredevils_Mumbai Indians
2015-04-22,2015,Visakhapatnam,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,1,normal,Sunrisers Hyderabad,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,2015-04-22_Sunrisers Hyderabad_Kolkata Knight Riders
2015-04-22,2015,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,0,normal,Chennai Super Kings,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,2015-04-22_Royal Challengers Bangalore_Chennai Super Kings
2015-04-21,2015,Ahmedabad,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,0,tie,Kings XI Punjab,0,0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,2015-04-21_Rajasthan Royals_Kings XI Punjab
2015-04-20,2015,Delhi,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,2015-04-20_Delhi Daredevils_Kolkata Knight Riders
2015-04-19,2015,Ahmedabad,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Rajasthan Royals,0,8,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,2015-04-19_Rajasthan Royals_Chennai Super Kings
2015-04-19,2015,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,0,normal,Mumbai Indians,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,2015-04-19_Royal Challengers Bangalore_Mumbai Indians
2015-04-18,2015,Visakhapatnam,Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,bat,0,normal,Delhi Daredevils,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,2015-04-18_Sunrisers Hyderabad_Delhi Daredevils
2015-04-18,2015,Pune,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,2015-04-18_Kings XI Punjab_Kolkata Knight Riders
2015-04-17,2015,Mumbai,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,0,normal,Chennai Super Kings,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,2015-04-17_Mumbai Indians_Chennai Super Kings
2015-04-16,2015,Visakhapatnam,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,2015-04-16_Sunrisers Hyderabad_Rajasthan Royals
2015-04-15,2015,Pune,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,0,normal,Delhi Daredevils,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,2015-04-15_Kings XI Punjab_Delhi Daredevils
2015-04-14,2015,Ahmedabad,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,0,normal,Rajasthan Royals,0,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,2015-04-14_Rajasthan Royals_Mumbai Indians
2015-04-13,2015,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,2015-04-13_Royal Challengers Bangalore_Sunrisers Hyderabad
2015-04-12,2015,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,2015-04-12_Delhi Daredevils_Rajasthan Royals
2015-04-12,2015,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,0,normal,Kings XI Punjab,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,2015-04-12_Mumbai Indians_Kings XI Punjab
2015-04-11,2015,Chennai,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,0,normal,Chennai Super Kings,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,2015-04-11_Chennai Super Kings_Sunrisers Hyderabad
2015-04-11,2015,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,2015-04-11_Kolkata Knight Riders_Royal Challengers Bangalore
2015-04-10,2015,Pune,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,0,normal,Rajasthan Royals,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,2015-04-10_Kings XI Punjab_Rajasthan Royals
2015-04-09,2015,Chennai,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,0,normal,Chennai Super Kings,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,2015-04-09_Chennai Super Kings_Delhi Daredevils
2015-04-08,2015,Kolkata,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,2015-04-08_Kolkata Knight Riders_Mumbai Indians
2014-06-01,2014,Bangalore,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,2014-06-01_Kolkata Knight Riders_Kings XI Punjab
2014-05-30,2014,Mumbai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,0,normal,Kings XI Punjab,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,2014-05-30_Chennai Super Kings_Kings XI Punjab
2014-05-28,2014,Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,2014-05-28_Chennai Super Kings_Mumbai Indians
2014-05-27,2014,Kolkata,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,0,normal,Kolkata Knight Riders,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,2014-05-27_Kings XI Punjab_Kolkata Knight Riders
2014-05-25,2014,Chandigarh,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,2014-05-25_Kings XI Punjab_Delhi Daredevils
2014-05-25,2014,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,0,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,2014-05-25_Mumbai Indians_Rajasthan Royals
2014-05-24,2014,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,2014-05-24_Royal Challengers Bangalore_Chennai Super Kings
2014-05-24,2014,Kolkata,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,2014-05-24_Kolkata Knight Riders_Sunrisers Hyderabad
2014-05-23,2014,Mumbai,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,0,normal,Mumbai Indians,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,2014-05-23_Mumbai Indians_Delhi Daredevils
2014-05-23,2014,Chandigarh,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,0,normal,Kings XI Punjab,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,2014-05-23_Kings XI Punjab_Rajasthan Royals
2014-05-22,2014,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Kolkata Knight Riders,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,2014-05-22_Kolkata Knight Riders_Royal Challengers Bangalore
2014-05-22,2014,Ranchi,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Sunrisers Hyderabad,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,2014-05-22_Chennai Super Kings_Sunrisers Hyderabad
2014-05-21,2014,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,2014-05-21_Kings XI Punjab_Mumbai Indians
2014-05-20,2014,Hyderabad,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Sunrisers Hyderabad,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,2014-05-20_Sunrisers Hyderabad_Royal Challengers Bangalore
2014-05-20,2014,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,2014-05-20_Kolkata Knight Riders_Chennai Super Kings
2014-05-19,2014,Ahmedabad,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,2014-05-19_Rajasthan Royals_Mumbai Indians
2014-05-19,2014,Delhi,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,2014-05-19_Delhi Daredevils_Kings XI Punjab
2014-05-18,2014,Ranchi,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,0,normal,Royal Challengers Bangalore,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,2014-05-18_Chennai Super Kings_Royal Challengers Bangalore
2014-05-18,2014,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,0,normal,Kolkata Knight Riders,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,2014-05-18_Sunrisers Hyderabad_Kolkata Knight Riders
2014-05-15,2014,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,0,normal,Rajasthan Royals,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,2014-05-15_Rajasthan Royals_Delhi Daredevils
2014-05-14,2014,Hyderabad,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,2014-05-14_Sunrisers Hyderabad_Kings XI Punjab
2014-05-14,2014,Cuttack,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,2014-05-14_Kolkata Knight Riders_Mumbai Indians
2014-05-13,2014,Ranchi,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Chennai Super Kings,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,2014-05-13_Chennai Super Kings_Rajasthan Royals
2014-05-13,2014,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,0,normal,Royal Challengers Bangalore,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,2014-05-13_Royal Challengers Bangalore_Delhi Daredevils
2014-05-12,2014,Hyderabad,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,0,normal,Mumbai Indians,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,2014-05-12_Sunrisers Hyderabad_Mumbai Indians
2014-05-11,2014,Cuttack,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,2014-05-11_Kings XI Punjab_Kolkata Knight Riders
2014-05-11,2014,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,0,normal,Rajasthan Royals,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,2014-05-11_Royal Challengers Bangalore_Rajasthan Royals
2014-05-10,2014,Delhi,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,1,normal,Sunrisers Hyderabad,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,2014-05-10_Delhi Daredevils_Sunrisers Hyderabad
2014-05-10,2014,Mumbai,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,2014-05-10_Mumbai Indians_Chennai Super Kings
2014-05-09,2014,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,field,0,normal,Kings XI Punjab,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,2014-05-09_Royal Challengers Bangalore_Kings XI Punjab
2014-05-08,2014,Ahmedabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,0,normal,Sunrisers Hyderabad,32,0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,2014-05-08_Rajasthan Royals_Sunrisers Hyderabad
2014-05-07,2014,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,0,normal,Kolkata Knight Riders,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,2014-05-07_Delhi Daredevils_Kolkata Knight Riders
2014-05-07,2014,Cuttack,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,0,normal,Kings XI Punjab,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,2014-05-07_Kings XI Punjab_Chennai Super Kings
2014-05-06,2014,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Mumbai Indians,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,2014-05-06_Mumbai Indians_Royal Challengers Bangalore
2014-05-05,2014,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,0,normal,Rajasthan Royals,10,0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,2014-05-05_Rajasthan Royals_Kolkata Knight Riders
2014-05-05,2014,Delhi,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,2014-05-05_Delhi Daredevils_Chennai Super Kings
2014-05-04,2014,Bangalore,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,2014-05-04_Royal Challengers Bangalore_Sunrisers Hyderabad
2014-05-03,2014,Mumbai,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Mumbai Indians,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,2014-05-03_Mumbai Indians_Kings XI Punjab
2014-05-03,2014,Delhi,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,2014-05-03_Delhi Daredevils_Rajasthan Royals
2014-05-02,2014,Ranchi,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0,normal,Chennai Super Kings,34,0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,2014-05-02_Chennai Super Kings_Kolkata Knight Riders
2014-04-30,2014,Dubai,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,0,normal,Sunrisers Hyderabad,15,0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,2014-04-30_Mumbai Indians_Sunrisers Hyderabad
2014-04-29,2014,Abu Dhabi,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0,tie,Rajasthan Royals,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,2014-04-29_Kolkata Knight Riders_Rajasthan Royals
2014-04-28,2014,Dubai,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,5,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,2014-04-28_Kings XI Punjab_Royal Challengers Bangalore
2014-04-27,2014,Dubai,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,0,normal,Delhi Daredevils,0,6,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,2014-04-27_Delhi Daredevils_Mumbai Indians
2014-04-27,2014,Dubai,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,0,normal,Chennai Super Kings,0,5,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,2014-04-27_Sunrisers Hyderabad_Chennai Super Kings
2014-04-26,2014,Abu Dhabi,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,6,PV Tambe,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,2014-04-26_Rajasthan Royals_Royal Challengers Bangalore
2014-04-26,2014,Abu Dhabi,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,0,normal,Kings XI Punjab,23,0,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,2014-04-26_Kolkata Knight Riders_Kings XI Punjab
2014-04-25,2014,Dubai,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,0,normal,Sunrisers Hyderabad,4,0,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,2014-04-25_Sunrisers Hyderabad_Delhi Daredevils
2014-04-25,2014,Dubai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0,normal,Chennai Super Kings,0,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,2014-04-25_Chennai Super Kings_Mumbai Indians
2014-04-24,2014,Dubai,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,0,normal,Kolkata Knight Riders,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,2014-04-24_Royal Challengers Bangalore_Kolkata Knight Riders
2014-04-23,2014,Dubai,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,0,normal,Chennai Super Kings,7,0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,2014-04-23_Rajasthan Royals_Chennai Super Kings
2014-04-22,2014,Dubai,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,0,normal,Kings XI Punjab,72,0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,2014-04-22_Kings XI Punjab_Sunrisers Hyderabad
2014-04-21,2014,Abu Dhabi,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,0,normal,Chennai Super Kings,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,2014-04-21_Chennai Super Kings_Delhi Daredevils
2014-04-20,2014,Dubai,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,2014-04-20_Rajasthan Royals_Kings XI Punjab
2014-04-19,2014,Dubai,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,2014-04-19_Royal Challengers Bangalore_Mumbai Indians
2014-04-19,2014,Dubai,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,0,normal,Delhi Daredevils,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,2014-04-19_Kolkata Knight Riders_Delhi Daredevils
2014-04-18,2014,Abu Dhabi,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,0,normal,Kings XI Punjab,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,2014-04-18_Chennai Super Kings_Kings XI Punjab
2014-04-18,2014,Abu Dhabi,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,2014-04-18_Sunrisers Hyderabad_Rajasthan Royals
2014-04-17,2014,Dubai,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,2014-04-17_Delhi Daredevils_Royal Challengers Bangalore
2014-04-16,2014,Abu Dhabi,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,41,0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,2014-04-16_Mumbai Indians_Kolkata Knight Riders
2013-05-26,2013,Kolkata,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,23,0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,2013-05-26_Chennai Super Kings_Mumbai Indians
2013-05-24,2013,Kolkata,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Mumbai Indians,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,2013-05-24_Mumbai Indians_Rajasthan Royals
2013-05-22,2013,Delhi,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Rajasthan Royals,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,2013-05-22_Rajasthan Royals_Sunrisers Hyderabad
2013-05-21,2013,Delhi,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0,normal,Chennai Super Kings,48,0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,2013-05-21_Chennai Super Kings_Mumbai Indians
2013-05-19,2013,Pune,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,0,normal,Pune Warriors,38,0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,2013-05-19_Pune Warriors_Delhi Daredevils
2013-05-19,2013,Hyderabad,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Sunrisers Hyderabad,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,2013-05-19_Sunrisers Hyderabad_Kolkata Knight Riders
2013-05-18,2013,Dharamsala,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,0,normal,Kings XI Punjab,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,2013-05-18_Kings XI Punjab_Mumbai Indians
2013-05-18,2013,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Royal Challengers Bangalore,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,2013-05-18_Royal Challengers Bangalore_Chennai Super Kings
2013-05-17,2013,Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,0,normal,Sunrisers Hyderabad,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,2013-05-17_Sunrisers Hyderabad_Rajasthan Royals
2013-05-16,2013,Dharamsala,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,0,normal,Kings XI Punjab,7,0,DA Miller,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,S Ravi,2013-05-16_Kings XI Punjab_Delhi Daredevils
2013-05-15,2013,Ranchi,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,field,0,normal,Pune Warriors,7,0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,2013-05-15_Kolkata Knight Riders_Pune Warriors
2013-05-15,2013,Mumbai,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,0,normal,Mumbai Indians,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,2013-05-15_Mumbai Indians_Rajasthan Royals
2013-05-14,2013,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,7,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,2013-05-14_Royal Challengers Bangalore_Kings XI Punjab
2013-05-14,2013,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,0,normal,Chennai Super Kings,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,2013-05-14_Chennai Super Kings_Delhi Daredevils
2013-05-13,2013,Mumbai,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,0,normal,Mumbai Indians,0,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,2013-05-13_Mumbai Indians_Sunrisers Hyderabad
