Match Date,Season,City,Team 1,Team 2,Toss Winner,Toss Decision,Dl applied,Result,Winner,Won by Runs,Won by Wickets,Player of the Match,Venue,Umpire 1,Umpire 2,Match Id
2010-04-25,2009/10,Mumbai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0,normal,Chennai Super Kings,22,0,SK Raina,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,2010-04-25_Chennai Super Kings_Mumbai Indians
2010-04-24,2009/10,Mumbai,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,0,normal,Royal Challengers Bangalore,0,9,A Kumble,Dr DY Patil Sports Academy,RE Koertzen,SJA Taufel,2010-04-24_Royal Challengers Bangalore_Deccan Chargers
2010-04-22,2009/10,Mumbai,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,0,normal,Chennai Super Kings,38,0,DE Bollinger,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,2010-04-22_Chennai Super Kings_Deccan Chargers
2010-04-21,2009/10,Mumbai,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,35,0,KA Pollard,Dr DY Patil Sports Academy,BR Doctrove,RB Tiffin,2010-04-21_Royal Challengers Bangalore_Mumbai Indians
2010-04-19,2009/10,Kolkata,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0,normal,Kolkata Knight Riders,0,9,M Kartik,Eden Gardens,BG Jerling,RE Koertzen,2010-04-19_Kolkata Knight Riders_Mumbai Indians
2010-04-18,2009/10,Dharamsala,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,0,normal,Chennai Super Kings,0,6,MS Dhoni,Himachal Pradesh Cricket Association Stadium,BF Bowden,AM Saheba,2010-04-18_Kings XI Punjab_Chennai Super Kings
2010-04-18,2009/10,Delhi,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,0,normal,Deccan Chargers,11,0,A Symonds,Feroz Shah Kotla,BR Doctrove,SK Tarapore,2010-04-18_Delhi Daredevils_Deccan Chargers
2010-04-17,2009/10,Bangalore,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,0,normal,Mumbai Indians,57,0,R McLaren,M Chinnaswamy Stadium,HDPK Dharmasena,SJA Taufel,2010-04-17_Royal Challengers Bangalore_Mumbai Indians
2010-04-17,2009/10,Kolkata,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Kolkata Knight Riders,0,8,JD Unadkat,Eden Gardens,BG Jerling,RB Tiffin,2010-04-17_Kolkata Knight Riders_Rajasthan Royals
2010-04-16,2009/10,Dharamsala,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,0,normal,Deccan Chargers,0,5,RG Sharma,Himachal Pradesh Cricket Association Stadium,M Erasmus,AM Saheba,2010-04-16_Kings XI Punjab_Deccan Chargers
2010-04-15,2009/10,Chennai,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,0,normal,Delhi Daredevils,0,6,G Gambhir,"MA Chidambaram Stadium, Chepauk",HDPK Dharmasena,SS Hazare,2010-04-15_Chennai Super Kings_Delhi Daredevils
2010-04-14,2009/10,Jaipur,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,0,normal,Royal Challengers Bangalore,0,5,KP Pietersen,Sawai Mansingh Stadium,BR Doctrove,S Ravi,2010-04-14_Rajasthan Royals_Royal Challengers Bangalore
2010-04-13,2009/10,Mumbai,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,0,normal,Mumbai Indians,39,0,KA Pollard,Brabourne Stadium,S Asnani,DJ Harper,2010-04-13_Mumbai Indians_Delhi Daredevils
2010-04-13,2009/10,Chennai,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Chennai Super Kings,0,9,R Ashwin,"MA Chidambaram Stadium, Chepauk",SS Hazare,SJA Taufel,2010-04-13_Chennai Super Kings_Kolkata Knight Riders
2010-04-12,2009/10,Nagpur,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,0,normal,Deccan Chargers,13,0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RE Koertzen,RB Tiffin,2010-04-12_Deccan Chargers_Royal Challengers Bangalore
2010-04-11,2009/10,Delhi,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,0,normal,Kings XI Punjab,0,7,PP Chawla,Feroz Shah Kotla,BF Bowden,AM Saheba,2010-04-11_Delhi Daredevils_Kings XI Punjab
2010-04-11,2009/10,Jaipur,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,0,normal,Mumbai Indians,37,0,SR Tendulkar,Sawai Mansingh Stadium,BR Doctrove,SK Tarapore,2010-04-11_Rajasthan Royals_Mumbai Indians
2010-04-10,2009/10,Nagpur,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Deccan Chargers,0,6,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,2010-04-10_Deccan Chargers_Chennai Super Kings
2010-04-10,2009/10,Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,7,R Vinay Kumar,M Chinnaswamy Stadium,K Hariharan,DJ Harper,2010-04-10_Royal Challengers Bangalore_Kolkata Knight Riders
2010-04-09,2009/10,Chandigarh,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,0,normal,Kings XI Punjab,0,6,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",M Erasmus,AM Saheba,2010-04-09_Kings XI Punjab_Mumbai Indians
2010-04-08,2009/10,Bangalore,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,0,normal,Deccan Chargers,0,7,TL Suman,M Chinnaswamy Stadium,S Asnani,DJ Harper,2010-04-08_Royal Challengers Bangalore_Deccan Chargers
2010-04-07,2009/10,Jaipur,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Rajasthan Royals,0,9,MJ Lumb,Sawai Mansingh Stadium,S Ravi,SK Tarapore,2010-04-07_Rajasthan Royals_Kings XI Punjab
2010-04-07,2009/10,Kolkata,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,14,0,SC Ganguly,Eden Gardens,BG Jerling,RE Koertzen,2010-04-07_Kolkata Knight Riders_Delhi Daredevils
2010-04-06,2009/10,Chennai,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,0,normal,Chennai Super Kings,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",S Asnani,DJ Harper,2010-04-06_Chennai Super Kings_Mumbai Indians
2010-04-05,2009/10,Nagpur,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Rajasthan Royals,2,0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",HDPK Dharmasena,SJA Taufel,2010-04-05_Deccan Chargers_Rajasthan Royals
2010-04-04,2009/10,Kolkata,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,0,normal,Kings XI Punjab,0,8,DPMD Jayawardene,Eden Gardens,S Asnani,DJ Harper,2010-04-04_Kolkata Knight Riders_Kings XI Punjab
2010-04-04,2009/10,Delhi,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,0,normal,Delhi Daredevils,37,0,PD Collingwood,Feroz Shah Kotla,BF Bowden,M Erasmus,2010-04-04_Delhi Daredevils_Royal Challengers Bangalore
2010-04-03,2009/10,Chennai,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,0,normal,Chennai Super Kings,23,0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,RB Tiffin,2010-04-03_Chennai Super Kings_Rajasthan Royals
2010-04-03,2009/10,Mumbai,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,0,normal,Mumbai Indians,63,0,AT Rayudu,Brabourne Stadium,BR Doctrove,S Ravi,2010-04-03_Mumbai Indians_Deccan Chargers
2010-04-02,2009/10,Chandigarh,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,0,normal,Royal Challengers Bangalore,0,6,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",BF Bowden,M Erasmus,2010-04-02_Kings XI Punjab_Royal Challengers Bangalore
2010-04-01,2009/10,Kolkata,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,24,0,SC Ganguly,Eden Gardens,K Hariharan,DJ Harper,2010-04-01_Kolkata Knight Riders_Deccan Chargers
2010-03-31,2009/10,Chennai,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,0,normal,Chennai Super Kings,0,5,M Vijay,"MA Chidambaram Stadium, Chepauk",BG Jerling,RE Koertzen,2010-03-31_Chennai Super Kings_Royal Challengers Bangalore
2010-03-31,2009/10,Delhi,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,0,normal,Delhi Daredevils,67,0,KD Karthik,Feroz Shah Kotla,HDPK Dharmasena,SJA Taufel,2010-03-31_Delhi Daredevils_Rajasthan Royals
2010-03-30,2009/10,Mumbai,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,0,normal,Mumbai Indians,0,4,SL Malinga,Brabourne Stadium,BR Doctrove,SK Tarapore,2010-03-30_Mumbai Indians_Kings XI Punjab
2010-03-29,2009/10,Delhi,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,0,normal,Delhi Daredevils,40,0,DA Warner,Feroz Shah Kotla,SS Hazare,SJA Taufel,2010-03-29_Delhi Daredevils_Kolkata Knight Riders
2010-03-28,2009/10,Ahmedabad,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,0,normal,Rajasthan Royals,17,0,NV Ojha,"Sardar Patel Stadium, Motera",SS Hazare,SJA Taufel,2010-03-28_Rajasthan Royals_Chennai Super Kings
2010-03-28,2009/10,Mumbai,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,0,normal,Mumbai Indians,41,0,Harbhajan Singh,Dr DY Patil Sports Academy,S Das,K Hariharan,2010-03-28_Deccan Chargers_Mumbai Indians
2010-03-27,2009/10,Chandigarh,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kolkata Knight Riders,39,0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,2010-03-27_Kings XI Punjab_Kolkata Knight Riders
2010-03-26,2009/10,Ahmedabad,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,0,normal,Rajasthan Royals,0,8,YK Pathan,"Sardar Patel Stadium, Motera",HDPK Dharmasena,SJA Taufel,2010-03-26_Rajasthan Royals_Deccan Chargers
2010-03-25,2009/10,Mumbai,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,0,normal,Mumbai Indians,0,5,SR Tendulkar,"Brabourne Stadium, Mumbai",AM Saheba,BF Bowden,2010-03-25_Chennai Super Kings_Mumbai Indians
2010-03-25,2009/10,Bangalore,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,0,normal,Delhi Daredevils,17,0,KM Jadhav,M Chinnaswamy Stadium,BG Jerling,RE Koertzen,2010-03-25_Royal Challengers Bangalore_Delhi Daredevils
2010-03-24,2009/10,Chandigarh,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,0,normal,Rajasthan Royals,31,0,AC Voges,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,SK Tarapore,2010-03-24_Kings XI Punjab_Rajasthan Royals
2010-03-23,2009/10,Bangalore,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,0,normal,Royal Challengers Bangalore,36,0,RV Uthappa,M Chinnaswamy Stadium,RE Koertzen,RB Tiffin,2010-03-23_Royal Challengers Bangalore_Chennai Super Kings
2010-03-22,2009/10,Mumbai,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Mumbai Indians,0,7,SR Tendulkar,Brabourne Stadium,SS Hazare,SJA Taufel,2010-03-22_Mumbai Indians_Kolkata Knight Riders
2010-03-21,2009/10,Cuttack,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,0,normal,Deccan Chargers,10,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,2010-03-21_Deccan Chargers_Delhi Daredevils
2010-03-21,2009/10,Chennai,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,0,tie,Kings XI Punjab,0,0,J Theron,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,2010-03-21_Chennai Super Kings_Kings XI Punjab
2010-03-20,2009/10,Ahmedabad,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,0,normal,Rajasthan Royals,34,0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RE Koertzen,RB Tiffin,2010-03-20_Rajasthan Royals_Kolkata Knight Riders
2010-03-20,2009/10,Mumbai,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,0,normal,Royal Challengers Bangalore,0,7,JH Kallis,Brabourne Stadium,HDPK Dharmasena,SS Hazare,2010-03-20_Mumbai Indians_Royal Challengers Bangalore
2010-03-19,2009/10,Delhi,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,0,normal,Chennai Super Kings,0,5,ML Hayden,Feroz Shah Kotla,BR Doctrove,SK Tarapore,2010-03-19_Delhi Daredevils_Chennai Super Kings
2010-03-19,2009/10,Cuttack,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,0,normal,Deccan Chargers,6,0,A Symonds,Barabati Stadium,BF Bowden,M Erasmus,2010-03-19_Deccan Chargers_Kings XI Punjab
2010-03-18,2009/10,Bangalore,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,10,JH Kallis,M Chinnaswamy Stadium,K Hariharan,DJ Harper,2010-03-18_Royal Challengers Bangalore_Rajasthan Royals
2010-03-17,2009/10,Delhi,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,0,normal,Mumbai Indians,98,0,SR Tendulkar,Feroz Shah Kotla,BR Doctrove,SK Tarapore,2010-03-17_Delhi Daredevils_Mumbai Indians
2010-03-16,2009/10,Bangalore,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,0,normal,Royal Challengers Bangalore,0,8,JH Kallis,M Chinnaswamy Stadium,S Das,DJ Harper,2010-03-16_Royal Challengers Bangalore_Kings XI Punjab
2010-03-16,2009/10,Kolkata,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Chennai Super Kings,55,0,MS Dhoni,Eden Gardens,HDPK Dharmasena,AM Saheba,2010-03-16_Kolkata Knight Riders_Chennai Super Kings
2010-03-15,2009/10,Ahmedabad,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,6,V Sehwag,"Sardar Patel Stadium, Motera",BG Jerling,RE Koertzen,2010-03-15_Rajasthan Royals_Delhi Daredevils
2010-03-14,2009/10,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,7,MK Tiwary,Eden Gardens,HDPK Dharmasena,AM Saheba,2010-03-14_Kolkata Knight Riders_Royal Challengers Bangalore
2010-03-14,2009/10,Chennai,Chennai Super Kings,Deccan Chargers,Deccan Chargers,bat,0,normal,Deccan Chargers,31,0,WPUJC Vaas,"MA Chidambaram Stadium, Chepauk",K Hariharan,DJ Harper,2010-03-14_Chennai Super Kings_Deccan Chargers
2010-03-13,2009/10,Mumbai,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,0,normal,Mumbai Indians,4,0,YK Pathan,Brabourne Stadium,RE Koertzen,RB Tiffin,2010-03-13_Mumbai Indians_Rajasthan Royals
2010-03-13,2009/10,Chandigarh,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,5,G Gambhir,"Punjab Cricket Association Stadium, Mohali",BR Doctrove,S Ravi,2010-03-13_Kings XI Punjab_Delhi Daredevils
2010-03-12,2009/10,Mumbai,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,0,normal,Kolkata Knight Riders,11,0,AD Mathews,Dr DY Patil Sports Academy,RE Koertzen,RB Tiffin,2010-03-12_Deccan Chargers_Kolkata Knight Riders
2009-05-24,2009,Johannesburg,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,field,0,normal,Deccan Chargers,6,0,A Kumble,New Wanderers Stadium,RE Koertzen,SJA Taufel,2009-05-24_Royal Challengers Bangalore_Deccan Chargers
2009-05-23,2009,Johannesburg,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,6,MK Pandey,New Wanderers Stadium,RE Koertzen,SJA Taufel,2009-05-23_Royal Challengers Bangalore_Chennai Super Kings
2009-05-22,2009,Centurion,Delhi Daredevils,Deccan Chargers,Deccan Chargers,field,0,normal,Deccan Chargers,0,6,AC Gilchrist,SuperSport Park,BR Doctrove,DJ Harper,2009-05-22_Delhi Daredevils_Deccan Chargers
2009-05-21,2009,Centurion,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,4,V Sehwag,SuperSport Park,IL Howell,S Ravi,2009-05-21_Delhi Daredevils_Mumbai Indians
2009-05-21,2009,Centurion,Royal Challengers Bangalore,Deccan Chargers,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,12,0,MK Pandey,SuperSport Park,IL Howell,S Ravi,2009-05-21_Royal Challengers Bangalore_Deccan Chargers
2009-05-20,2009,Durban,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,0,normal,Kolkata Knight Riders,0,4,LR Shukla,Kingsmead,BG Jerling,SJA Taufel,2009-05-20_Kolkata Knight Riders_Rajasthan Royals
2009-05-20,2009,Durban,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,0,normal,Chennai Super Kings,24,0,M Muralitharan,Kingsmead,BG Jerling,SJA Taufel,2009-05-20_Chennai Super Kings_Kings XI Punjab
2009-05-19,2009,Johannesburg,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,bat,0,normal,Royal Challengers Bangalore,0,7,JH Kallis,New Wanderers Stadium,IL Howell,RB Tiffin,2009-05-19_Royal Challengers Bangalore_Delhi Daredevils
2009-05-18,2009,Centurion,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,0,normal,Kolkata Knight Riders,0,7,BJ Hodge,SuperSport Park,SJA Taufel,RB Tiffin,2009-05-18_Chennai Super Kings_Kolkata Knight Riders
2009-05-17,2009,Johannesburg,Deccan Chargers,Kings XI Punjab,Deccan Chargers,field,0,normal,Kings XI Punjab,1,0,Yuvraj Singh,New Wanderers Stadium,S Ravi,RB Tiffin,2009-05-17_Deccan Chargers_Kings XI Punjab
2009-05-17,2009,Bloemfontein,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,0,normal,Delhi Daredevils,14,0,AB de Villiers,OUTsurance Oval,SS Hazare,IL Howell,2009-05-17_Delhi Daredevils_Rajasthan Royals
2009-05-16,2009,Port Elizabeth,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,0,normal,Chennai Super Kings,0,7,ML Hayden,St George's Park,SK Tarapore,SJA Taufel,2009-05-16_Chennai Super Kings_Mumbai Indians
2009-05-16,2009,Johannesburg,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,0,normal,Deccan Chargers,0,6,RG Sharma,New Wanderers Stadium,RE Koertzen,S Ravi,2009-05-16_Deccan Chargers_Kolkata Knight Riders
2009-05-15,2009,Bloemfontein,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,6,B Lee,OUTsurance Oval,HDPK Dharmasena,IL Howell,2009-05-15_Delhi Daredevils_Kings XI Punjab
2009-05-14,2009,Durban,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,0,normal,Royal Challengers Bangalore,0,2,LRPL Taylor,Kingsmead,BR Doctrove,DJ Harper,2009-05-14_Royal Challengers Bangalore_Chennai Super Kings
2009-05-14,2009,Durban,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Rajasthan Royals,2,0,SK Warne,Kingsmead,BR Doctrove,DJ Harper,2009-05-14_Mumbai Indians_Rajasthan Royals
2009-05-13,2009,Durban,Deccan Chargers,Delhi Daredevils,Deccan Chargers,field,0,normal,Delhi Daredevils,12,0,R Bhatia,Kingsmead,DJ Harper,SL Shastri,2009-05-13_Deccan Chargers_Delhi Daredevils
2009-05-12,2009,Centurion,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,0,normal,Royal Challengers Bangalore,0,6,LRPL Taylor,SuperSport Park,M Erasmus,SS Hazare,2009-05-12_Royal Challengers Bangalore_Kolkata Knight Riders
2009-05-12,2009,Centurion,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,0,normal,Mumbai Indians,0,8,Harbhajan Singh,SuperSport Park,SS Hazare,RE Koertzen,2009-05-12_Kings XI Punjab_Mumbai Indians
2009-05-11,2009,Kimberley,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,0,normal,Deccan Chargers,53,0,DR Smith,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,2009-05-11_Deccan Chargers_Rajasthan Royals
2009-05-10,2009,Port Elizabeth,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,16,0,JP Duminy,St George's Park,BR Doctrove,BG Jerling,2009-05-10_Royal Challengers Bangalore_Mumbai Indians
2009-05-10,2009,Johannesburg,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,7,A Mishra,New Wanderers Stadium,SL Shastri,RB Tiffin,2009-05-10_Delhi Daredevils_Kolkata Knight Riders
2009-05-09,2009,Kimberley,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,0,normal,Kings XI Punjab,0,3,DPMD Jayawardene,De Beers Diamond Oval,GAV Baxter,AM Saheba,2009-05-09_Deccan Chargers_Kings XI Punjab
2009-05-09,2009,Kimberley,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,0,normal,Chennai Super Kings,0,7,S Badrinath,De Beers Diamond Oval,GAV Baxter,HDPK Dharmasena,2009-05-09_Chennai Super Kings_Rajasthan Royals
2009-05-08,2009,East London,Delhi Daredevils,Mumbai Indians,Mumbai Indians,bat,0,normal,Delhi Daredevils,0,7,A Nehra,Buffalo Park,M Erasmus,SK Tarapore,2009-05-08_Delhi Daredevils_Mumbai Indians
2009-05-07,2009,Centurion,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,0,normal,Rajasthan Royals,0,7,A Singh,SuperSport Park,K Hariharan,DJ Harper,2009-05-07_Royal Challengers Bangalore_Rajasthan Royals
2009-05-07,2009,Centurion,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,1,normal,Chennai Super Kings,12,0,ML Hayden,SuperSport Park,DJ Harper,TH Wijewardene,2009-05-07_Chennai Super Kings_Kings XI Punjab
2009-05-06,2009,Centurion,Deccan Chargers,Mumbai Indians,Deccan Chargers,bat,0,normal,Deccan Chargers,19,0,RG Sharma,SuperSport Park,MR Benson,HDPK Dharmasena,2009-05-06_Deccan Chargers_Mumbai Indians
2009-05-05,2009,Durban,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,0,normal,Rajasthan Royals,78,0,GC Smith,Kingsmead,SS Hazare,IL Howell,2009-05-05_Kings XI Punjab_Rajasthan Royals
2009-05-05,2009,Durban,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Delhi Daredevils,0,9,G Gambhir,Kingsmead,GAV Baxter,IL Howell,2009-05-05_Delhi Daredevils_Kolkata Knight Riders
2009-05-04,2009,East London,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,0,normal,Chennai Super Kings,78,0,MS Dhoni,Buffalo Park,BR Doctrove,M Erasmus,2009-05-04_Chennai Super Kings_Deccan Chargers
2009-05-03,2009,Port Elizabeth,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Kings XI Punjab,0,6,DPMD Jayawardene,St George's Park,S Asnani,MR Benson,2009-05-03_Kings XI Punjab_Kolkata Knight Riders
2009-05-03,2009,Johannesburg,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,0,normal,Royal Challengers Bangalore,0,9,JH Kallis,New Wanderers Stadium,RE Koertzen,TH Wijewardene,2009-05-03_Royal Challengers Bangalore_Mumbai Indians
2009-05-02,2009,Port Elizabeth,Deccan Chargers,Rajasthan Royals,Deccan Chargers,bat,0,normal,Rajasthan Royals,0,3,YK Pathan,St George's Park,S Asnani,BG Jerling,2009-05-02_Deccan Chargers_Rajasthan Royals
2009-05-02,2009,Johannesburg,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,0,normal,Chennai Super Kings,18,0,SB Jakati,New Wanderers Stadium,DJ Harper,RE Koertzen,2009-05-02_Chennai Super Kings_Delhi Daredevils
2009-05-01,2009,East London,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,9,0,JP Duminy,Buffalo Park,M Erasmus,SK Tarapore,2009-05-01_Kolkata Knight Riders_Mumbai Indians
2009-05-01,2009,Durban,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,0,normal,Royal Challengers Bangalore,8,0,Yuvraj Singh,Kingsmead,HDPK Dharmasena,S Ravi,2009-05-01_Royal Challengers Bangalore_Kings XI Punjab
2009-04-30,2009,Centurion,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,0,normal,Delhi Daredevils,0,6,DP Nannes,SuperSport Park,GAV Baxter,AM Saheba,2009-04-30_Deccan Chargers_Delhi Daredevils
2009-04-30,2009,Centurion,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,0,normal,Chennai Super Kings,38,0,SK Raina,SuperSport Park,GAV Baxter,RE Koertzen,2009-04-30_Chennai Super Kings_Rajasthan Royals
2009-04-29,2009,Durban,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,bat,0,normal,Royal Challengers Bangalore,0,5,MV Boucher,Kingsmead,MR Benson,TH Wijewardene,2009-04-29_Royal Challengers Bangalore_Kolkata Knight Riders
2009-04-29,2009,Durban,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,0,normal,Kings XI Punjab,3,0,KC Sangakkara,Kingsmead,MR Benson,SL Shastri,2009-04-29_Kings XI Punjab_Mumbai Indians
2009-04-28,2009,Centurion,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,0,normal,Rajasthan Royals,0,5,YK Pathan,SuperSport Park,GAV Baxter,RE Koertzen,2009-04-28_Delhi Daredevils_Rajasthan Royals
2009-04-27,2009,Durban,Chennai Super Kings,Deccan Chargers,Deccan Chargers,field,0,normal,Deccan Chargers,0,6,HH Gibbs,Kingsmead,IL Howell,TH Wijewardene,2009-04-27_Chennai Super Kings_Deccan Chargers
2009-04-27,2009,Port Elizabeth,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,0,normal,Mumbai Indians,92,0,SR Tendulkar,St George's Park,BG Jerling,RB Tiffin,2009-04-27_Kolkata Knight Riders_Mumbai Indians
